cluster,sub_cluster,prefecture,worker_prefecture,item_label,item_label_vi,item_label_english,item_amount,item_quantity,item_total,Quantity in Label,is_unvalid_regex_quantity_manual,Final quantity,Price per unit,My Total,Is Valid Manual,Is Valid LLM,is_duplicate,is_outlier,is_same_prefecture,distance_proxy,sub_median,sub_mean,sub_std,sub_min,sub_max,sub_count,pref_median,pref_std,worker_median,worker_std,dist_median,dist_std,item_median,item_std,item_count,price_pred,price_residual,diff_from_sub_median,pct_diff_from_sub,diff_from_item_median,expected,std,lower_std,upper_std,is_in_hensachi_range
0,0.sub1,三重県,東京都,ｴｱｺﾝ点検作業費（ﾌｨﾙﾀｰ一時��去作業）,Phí dịch vụ kiểm tra máy lạnh (tháo lọc tạm thời),Air conditioner inspection service fee (temporary filter removal),25000,1,25000,,False,1,25000.0,25000.0,,,False,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,27500.0,3535.5339059327375,25000.0,14327.824318702487,25000.0,14327.824318702487,25000.0,,1,6492.429718439575,18507.570281560424,0.0,0.0,0.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,True
0,0.sub1,宮城県,東京都,ｽﾗｲﾄﾞ丁番補修作業費（材工共）,Chi phí sửa chữa bản lề trượt (bao gồm vật liệu và nhân công),Slide hinge repair work cost (materials and labor included),25000,1,25000,,False,1,25000.0,25000.0,,,False,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,25000.0,,25000.0,14327.824318702487,25000.0,14327.824318702487,25000.0,,1,8959.35947712434,16040.64052287566,0.0,0.0,0.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,True
0,0.sub1,熊本県,東京都,作業費（剥がし・下地調整含む）,Chi phí nhân công (bao gồm việc tháo dỡ và chuẩn bị bề mặt),Labor costs (including removal and surface preparation),30000,1,30000,,False,1,30000.0,30000.0,,,False,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,30000.0,,25000.0,14327.824318702487,25000.0,14327.824318702487,30000.0,,1,8033.558845554304,21966.441154445696,5000.0,0.2,0.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,True
0,0.sub1,三重県,東京都,棚修理作業費(材工共),Chi phí sửa chữa kệ (bao gồm vật liệu và nhân công),Shelf repair work cost (including material labor),30000,1,30000,,False,1,30000.0,30000.0,,,False,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,27500.0,3535.5339059327375,25000.0,14327.824318702487,25000.0,14327.824318702487,30000.0,,1,6492.429718439575,23507.570281560424,5000.0,0.2,0.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,True
0,0.sub1,茨城県,東京都,棚補修作業費(材工共),Chi phí sửa chữa kệ (bao gồm cả vật tư),Shelf repair work cost (including material work),30000,1,30000,,False,1,30000.0,30000.0,,,True,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,30000.0,,25000.0,14327.824318702487,25000.0,14327.824318702487,25000.0,7071.067811865475,2,8331.815853978223,21668.184146021777,5000.0,0.2,5000.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,True
0,0.sub1,栃木県,東京都,木枠補修作業費(材工共),Chi phí sửa chữa khung gỗ (bao gồm vật liệu và nhân công),Cost of repairing wooden frame (materials and labor included),35000,1,35000,,False,1,35000.0,35000.0,,,False,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,35000.0,0.0,25000.0,14327.824318702487,25000.0,14327.824318702487,25000.0,14142.13562373095,2,8832.44274809165,26167.55725190835,10000.0,0.4,10000.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,True
0,0.sub1,栃木県,東京都,ﾍﾞﾝﾁｼｰﾄ蓋補修作業費(材工共),Chi phí sửa chữa bọc ghế băng (bao gồm vật liệu và nhân công),Cost of repairing bench seat cover (materials and labor included),35000,1,35000,,False,1,35000.0,35000.0,,,False,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,35000.0,0.0,25000.0,14327.824318702487,25000.0,14327.824318702487,35000.0,,1,8832.44274809165,26167.55725190835,10000.0,0.4,0.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,True
0,0.sub1,福岡県,東京都,作業費（床剥ぎ手間・下地調整含む）,Chi phí nhân công (bao gồm việc tháo dỡ sàn và chuẩn bị mặt nền),Labor costs (including floor removal and subfloor preparation),60000,1,60000,,False,1,60000.0,60000.0,,,False,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,60000.0,0.0,25000.0,14327.824318702487,25000.0,14327.824318702487,60000.0,0.0,2,6414.915903388661,53585.08409661134,35000.0,1.4,0.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,False
0,0.sub1,福岡県,東京都,作業費（床剥ぎ手間・下地調整含む）,Chi phí nhân công (bao gồm việc tháo dỡ sàn và chuẩn bị mặt nền),Labor costs (including floor removal and subfloor preparation),60000,1,60000,,False,1,60000.0,60000.0,,,True,False,0,1,25000.0,26210.526315789473,14327.824318702487,8000.0,60000.0,19,60000.0,0.0,25000.0,14327.824318702487,25000.0,14327.824318702487,60000.0,0.0,2,6414.915903388661,53585.08409661134,35000.0,1.4,0.0,26210.526315789473,14327.824318702487,11882.701997086986,40538.35063449196,False
1,1.sub2,神奈川県,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,395.72717874818755,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,7827.584939466307,-5887.584939466307,-420.0,-0.17796610169491525,-200.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,神奈川県,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,395.72717874818755,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,7827.584939466307,-5887.584939466307,-420.0,-0.17796610169491525,-200.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,京都府,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2150.0,242.4871130596428,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,5300.241379091689,-3360.241379091689,-420.0,-0.17796610169491525,-200.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,京都府,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2150.0,242.4871130596428,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,5300.241379091689,-3360.241379091689,-420.0,-0.17796610169491525,-200.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,静岡県,東京都,カップステージA,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,False,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2150.0,296.98484809834997,2360.0,696.0731146502022,2360.0,715.4219534153056,1940.0,0.0,5,7586.797678275256,-5646.797678275256,-420.0,-0.17796610169491525,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,新潟県,東京都,カップステージA,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,1940.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,1940.0,0.0,5,8708.948598131308,-6768.948598131308,-420.0,-0.17796610169491525,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,新潟県,東京都,カップステージA,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,1940.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,1940.0,0.0,5,8708.948598131308,-6768.948598131308,-420.0,-0.17796610169491525,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,新潟県,東京都,カップステージA,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,1940.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,1940.0,0.0,5,8708.948598131308,-6768.948598131308,-420.0,-0.17796610169491525,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,埼玉県,東京都,カップステージA,Vòng A của Cúp,Cup Stage A,1940,1,1940,,False,1,1940.0,1940.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2150.0,296.98484809834997,2360.0,696.0731146502022,2360.0,715.4219534153056,1940.0,0.0,5,4206.339402781241,-2266.339402781241,-420.0,-0.17796610169491525,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,千葉県,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,2140,1,2140,,False,1,2140.0,2140.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2370.0,265.58112382722777,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,4115.792823997977,-1975.7928239979774,-220.0,-0.09322033898305085,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,千葉県,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,2140,1,2140,,False,1,2140.0,2140.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2370.0,265.58112382722777,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,4115.792823997977,-1975.7928239979774,-220.0,-0.09322033898305085,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,高知県,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,2140,1,2140,,False,1,2140.0,2140.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2140.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,7411.039360229703,-5271.039360229703,-220.0,-0.09322033898305085,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,高知県,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,2140,1,2140,,False,1,2140.0,2140.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2140.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,7411.039360229703,-5271.039360229703,-220.0,-0.09322033898305085,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,神奈川県,東京都,カップステージ B,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,False,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,395.72717874818755,2360.0,696.0731146502022,2360.0,715.4219534153056,2480.0,138.5640646055102,4,7827.584939466307,-5467.584939466307,0.0,0.0,-120.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,神奈川県,東京都,カップステージ B,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,395.72717874818755,2360.0,696.0731146502022,2360.0,715.4219534153056,2480.0,138.5640646055102,4,7827.584939466307,-5467.584939466307,0.0,0.0,-120.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,長野県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,False,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,8552.994666666606,-6192.994666666606,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,長野県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,8552.994666666606,-6192.994666666606,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,静岡県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2150.0,296.98484809834997,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,7586.797678275256,-5226.797678275256,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,北海道,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,9250.493606138298,-6890.493606138298,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,愛知県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2600.0,138.5640646055102,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,8293.20987086513,-5933.20987086513,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,京都府,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2150.0,242.4871130596428,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,5300.241379091689,-2940.241379091689,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,京都府,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2150.0,242.4871130596428,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,5300.241379091689,-2940.241379091689,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,富山県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,10035.296296295757,-7675.296296295757,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,埼玉県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2360,1,2360,,False,1,2360.0,2360.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2150.0,296.98484809834997,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,4206.339402781241,-1846.339402781241,0.0,0.0,-240.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,東京都,東京都,カップステージ B,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,1,0,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2600.0,0.0,2360.0,696.0731146502022,2600.0,0.0,2480.0,138.5640646055102,4,7891.4281943735205,-5291.4281943735205,240.0,0.1016949152542373,120.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,東京都,東京都,カップステージ B,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,1,0,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2600.0,0.0,2360.0,696.0731146502022,2600.0,0.0,2480.0,138.5640646055102,4,7891.4281943735205,-5291.4281943735205,240.0,0.1016949152542373,120.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,愛知県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2600.0,138.5640646055102,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,8293.20987086513,-5693.20987086513,240.0,0.1016949152542373,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,愛知県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2600.0,138.5640646055102,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,8293.20987086513,-5693.20987086513,240.0,0.1016949152542373,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,千葉県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2370.0,265.58112382722777,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,4115.792823997977,-1515.7928239979774,240.0,0.1016949152542373,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,千葉県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2370.0,265.58112382722777,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,4115.792823997977,-1515.7928239979774,240.0,0.1016949152542373,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,三重県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2600.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,6492.429718439575,-3892.4297184395746,240.0,0.1016949152542373,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,三重県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2600.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,6492.429718439575,-3892.4297184395746,240.0,0.1016949152542373,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,三重県,東京都,カップステージB,Vòng B Cúp,Cup Stage B,2600,1,2600,,False,1,2600.0,2600.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2600.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,6492.429718439575,-3892.4297184395746,240.0,0.1016949152542373,0.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,神奈川県,東京都,カップステージ A,Vòng A của Cúp,Cup Stage A,2900,1,2900,,False,1,2900.0,2900.0,,,False,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,2360.0,395.72717874818755,2360.0,696.0731146502022,2360.0,715.4219534153056,2140.0,303.607934312952,9,7827.584939466307,-4927.584939466307,540.0,0.2288135593220339,760.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,True
1,1.sub2,大阪府,東京都,カップステージB,Vòng B Cúp,Cup Stage B,4380,1,4380,,False,1,4380.0,4380.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,4380.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,8330.974348975647,-3950.9743489756474,2020.0,0.8559322033898306,1780.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,False
1,1.sub2,大阪府,東京都,カップステージB,Vòng B Cúp,Cup Stage B,4380,1,4380,,False,1,4380.0,4380.0,,,True,False,0,1,2360.0,2521.0526315789475,696.0731146502022,1940.0,4380.0,38,4380.0,0.0,2360.0,696.0731146502022,2360.0,715.4219534153056,2600.0,793.4574574872337,20,8330.974348975647,-3950.9743489756474,2020.0,0.8559322033898306,1780.0,2521.0526315789475,696.0731146502022,1824.9795169287454,3217.1257462291496,False
