cluster,sub_cluster,prefecture,worker_prefecture,item_label,item_label_vi,item_label_english,Price per unit,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,My Total,is_duplicate,is_outlier,is_same_prefecture,distance_proxy,sub_median_x,sub_mean_x,sub_std_x,sub_min_x,sub_max_x,sub_count_x,pref_median_x,pref_std_x,worker_median_x,worker_std_x,dist_median_x,dist_std_x,item_median_x,item_std_x,item_count_x,price_pred,price_residual,diff_from_sub_median,pct_diff_from_sub,diff_from_item_median,sub_median_y,sub_mean_y,sub_std_y,sub_min_y,sub_max_y,sub_count_y,pref_median_y,pref_std_y,worker_median_y,worker_std_y,dist_median_y,dist_std_y,item_median_y,item_std_y,item_count_y,expected,std,lower_std,upper_std,is_in_hensachi_range
0,0.sub1,宮城県,東京都,上記張替作業費※下地補修含む(夜間作���,Phí thay thế nêu trên đã bao gồm sửa chữa lớp nền (bao gồm cả làm việc ban đêm).,The above replacement work fee includes subfloor repair (including night work).,90000.0,,,,,,,90000.0,False,False,0,1,50000.0,50636.36364,27503.71876,12000.0,90000,11,90000.0,,50000.0,27503.71876,50000.0,27503.71876,90000.0,,1,8848.76524390409,81151.23475609592,40000.0,0.8,0.0,50000.0,50636.36363636364,27503.71875682533,12000.0,90000.0,11,90000.0,,50000.0,27503.71875682533,50000.0,27503.71875682533,90000.0,,1,50636.36363636364,27503.71875682533,23132.64487953831,78140.08239318896,False
1,1.sub1,茨城県,東京都,配管・継手類・その他副資材,"Đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping, fittings, and other auxiliary materials",6000.0,,,,,,,6000.0,True,False,0,1,14000.0,13666.66667,5715.476066,6000.0,20000,6,6000.0,,14000.0,5715.476066,14000.0,5715.476066,18000.0,6066.300355,5,11021.537193097025,-5021.537193097025,-8000.0,-0.5714285714,-12000.0,14000.0,13666.666666666666,5715.476066494082,6000.0,20000.0,6,6000.0,,14000.0,5715.476066494082,14000.0,5715.476066494082,18000.0,6066.30035524124,5,13666.666666666666,5715.476066494082,7951.190600172584,19382.14273316075,False
1,1.sub1,愛知県,東京都,配管・継手類・その他副資材,"Đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping, fittings, and other auxiliary materials",10000.0,,,,,,,10000.0,True,False,0,1,14000.0,13666.66667,5715.476066,6000.0,20000,6,10000.0,0.0,14000.0,5715.476066,14000.0,5715.476066,18000.0,6066.300355,5,10111.878899082929,-111.87889908292891,-4000.0,-0.2857142857,-8000.0,14000.0,13666.666666666666,5715.476066494082,6000.0,20000.0,6,10000.0,0.0,14000.0,5715.476066494082,14000.0,5715.476066494082,18000.0,6066.30035524124,5,13666.666666666666,5715.476066494082,7951.190600172584,19382.14273316075,True
1,1.sub1,愛知県,東京都,配管資材・継手・その他副資材,"Vật liệu đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping materials, fittings, and other auxiliary materials",10000.0,,,,,,,10000.0,False,False,0,1,14000.0,13666.66667,5715.476066,6000.0,20000,6,10000.0,0.0,14000.0,5715.476066,14000.0,5715.476066,10000.0,,1,10111.878899082929,-111.87889908292891,-4000.0,-0.2857142857,0.0,14000.0,13666.666666666666,5715.476066494082,6000.0,20000.0,6,10000.0,0.0,14000.0,5715.476066494082,14000.0,5715.476066494082,10000.0,,1,13666.666666666666,5715.476066494082,7951.190600172584,19382.14273316075,True
1,1.sub1,新潟県,東京都,配管・継手類・その他副資材,"Đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping, fittings, and other auxiliary materials",18000.0,,,,,,,18000.0,True,False,0,1,14000.0,13666.66667,5715.476066,6000.0,20000,6,18000.0,,14000.0,5715.476066,14000.0,5715.476066,18000.0,6066.300355,5,10488.266666666195,7511.733333333805,4000.0,0.2857142857,0.0,14000.0,13666.666666666666,5715.476066494082,6000.0,20000.0,6,18000.0,,14000.0,5715.476066494082,14000.0,5715.476066494082,18000.0,6066.30035524124,5,13666.666666666666,5715.476066494082,7951.190600172584,19382.14273316075,True
1,1.sub1,三重県,東京都,配管・継手類・その他副資材,"Đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping, fittings, and other auxiliary materials",18000.0,,,,,,,18000.0,True,False,0,1,14000.0,13666.66667,5715.476066,6000.0,20000,6,18000.0,,14000.0,5715.476066,14000.0,5715.476066,18000.0,6066.300355,5,14605.89743589866,3394.1025641013402,4000.0,0.2857142857,0.0,14000.0,13666.666666666666,5715.476066494082,6000.0,20000.0,6,18000.0,,14000.0,5715.476066494082,14000.0,5715.476066494082,18000.0,6066.30035524124,5,13666.666666666666,5715.476066494082,7951.190600172584,19382.14273316075,True
1,1.sub1,宮城県,東京都,配管・継手類・その他副資材,"Đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping, fittings, and other auxiliary materials",20000.0,,,,,,,20000.0,False,False,0,1,14000.0,13666.66667,5715.476066,6000.0,20000,6,20000.0,,14000.0,5715.476066,14000.0,5715.476066,18000.0,6066.300355,5,8848.76524390409,11151.23475609591,6000.0,0.4285714286,2000.0,14000.0,13666.666666666666,5715.476066494082,6000.0,20000.0,6,20000.0,,14000.0,5715.476066494082,14000.0,5715.476066494082,18000.0,6066.30035524124,5,13666.666666666666,5715.476066494082,7951.190600172584,19382.14273316075,False
1,1.sub2,岐阜県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,5000.0,,,,,,,5000.0,True,False,0,1,15000.0,15000.0,8164.965809,5000.0,25000,7,5000.0,0.0,15000.0,8164.965809,15000.0,8164.965809,15000.0,8164.965809,7,15757.232815964247,-10757.232815964247,-10000.0,-0.6666666667,-10000.0,15000.0,15000.0,8164.96580927726,5000.0,25000.0,7,5000.0,0.0,15000.0,8164.96580927726,15000.0,8164.96580927726,15000.0,8164.96580927726,7,15000.0,8164.96580927726,6835.03419072274,23164.96580927726,False
1,1.sub2,岐阜県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,5000.0,,,,,,,5000.0,True,False,0,1,15000.0,15000.0,8164.965809,5000.0,25000,7,5000.0,0.0,15000.0,8164.965809,15000.0,8164.965809,15000.0,8164.965809,7,15757.232815964247,-10757.232815964247,-10000.0,-0.6666666667,-10000.0,15000.0,15000.0,8164.96580927726,5000.0,25000.0,7,5000.0,0.0,15000.0,8164.96580927726,15000.0,8164.96580927726,15000.0,8164.96580927726,7,15000.0,8164.96580927726,6835.03419072274,23164.96580927726,False
1,1.sub2,長野県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,15000.0,,,,,,,15000.0,True,False,0,1,15000.0,15000.0,8164.965809,5000.0,25000,7,15000.0,0.0,15000.0,8164.965809,15000.0,8164.965809,15000.0,8164.965809,7,12719.67391304343,2280.3260869565693,0.0,0.0,0.0,15000.0,15000.0,8164.96580927726,5000.0,25000.0,7,15000.0,0.0,15000.0,8164.96580927726,15000.0,8164.96580927726,15000.0,8164.96580927726,7,15000.0,8164.96580927726,6835.03419072274,23164.96580927726,True
1,1.sub2,長野県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,15000.0,,,,,,,15000.0,True,False,0,1,15000.0,15000.0,8164.965809,5000.0,25000,7,15000.0,0.0,15000.0,8164.965809,15000.0,8164.965809,15000.0,8164.965809,7,12719.67391304343,2280.3260869565693,0.0,0.0,0.0,15000.0,15000.0,8164.96580927726,5000.0,25000.0,7,15000.0,0.0,15000.0,8164.96580927726,15000.0,8164.96580927726,15000.0,8164.96580927726,7,15000.0,8164.96580927726,6835.03419072274,23164.96580927726,True
1,1.sub2,長野県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,15000.0,,,,,,,15000.0,True,False,0,1,15000.0,15000.0,8164.965809,5000.0,25000,7,15000.0,0.0,15000.0,8164.965809,15000.0,8164.965809,15000.0,8164.965809,7,12719.67391304343,2280.3260869565693,0.0,0.0,0.0,15000.0,15000.0,8164.96580927726,5000.0,25000.0,7,15000.0,0.0,15000.0,8164.96580927726,15000.0,8164.96580927726,15000.0,8164.96580927726,7,15000.0,8164.96580927726,6835.03419072274,23164.96580927726,True
1,1.sub2,茨城県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,25000.0,,,,,,,25000.0,False,False,0,1,15000.0,15000.0,8164.965809,5000.0,25000,7,25000.0,0.0,15000.0,8164.965809,15000.0,8164.965809,15000.0,8164.965809,7,11021.537193097025,13978.462806902975,10000.0,0.6666666667,10000.0,15000.0,15000.0,8164.96580927726,5000.0,25000.0,7,25000.0,0.0,15000.0,8164.96580927726,15000.0,8164.96580927726,15000.0,8164.96580927726,7,15000.0,8164.96580927726,6835.03419072274,23164.96580927726,False
1,1.sub2,茨城県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,25000.0,,,,,,,25000.0,True,False,0,1,15000.0,15000.0,8164.965809,5000.0,25000,7,25000.0,0.0,15000.0,8164.965809,15000.0,8164.965809,15000.0,8164.965809,7,11021.537193097025,13978.462806902975,10000.0,0.6666666667,10000.0,15000.0,15000.0,8164.96580927726,5000.0,25000.0,7,25000.0,0.0,15000.0,8164.96580927726,15000.0,8164.96580927726,15000.0,8164.96580927726,7,15000.0,8164.96580927726,6835.03419072274,23164.96580927726,False
1,1.sub3,愛知県,東京都,ﾌﾞﾚｰｶｰ・その他副資材,Máy cắt và các vật liệu phụ trợ khác,Breakers and other auxiliary materials,7500.0,,,,,,,7500.0,False,False,0,1,15000.0,19500.0,10062.3059,7500.0,30000,5,15000.0,4330.127019,15000.0,10062.3059,15000.0,10062.3059,7500.0,,1,10111.878899082929,-2611.878899082929,-7500.0,-0.5,0.0,16500.0,19250.0,9020.809276334357,7500.0,30000.0,6,15000.0,4330.127018922193,16500.0,9020.809276334357,16500.0,9020.809276334357,7500.0,,1,19250.0,9020.809276334357,10229.190723665643,28270.80927633436,False
1,1.sub3,愛知県,東京都,ﾄﾗｯﾌﾟ用ｽﾃｯｷ・その他副資材,Bẫy gậy đi bộ và các vật liệu phụ trợ khác,Trap walking sticks and other auxiliary materials,15000.0,,,,,,,15000.0,False,False,0,1,15000.0,19500.0,10062.3059,7500.0,30000,5,15000.0,4330.127019,15000.0,10062.3059,15000.0,10062.3059,15000.0,0.0,2,10111.878899082929,4888.121100917071,0.0,0.0,0.0,16500.0,19250.0,9020.809276334357,7500.0,30000.0,6,15000.0,4330.127018922193,16500.0,9020.809276334357,16500.0,9020.809276334357,15000.0,0.0,2,19250.0,9020.809276334357,10229.190723665643,28270.80927633436,True
1,1.sub3,愛知県,東京都,ﾄﾗｯﾌﾟ用ｽﾃｯｷ・その他副資材,Bẫy gậy đi bộ và các vật liệu phụ trợ khác,Trap walking sticks and other auxiliary materials,15000.0,,,,,,,15000.0,True,False,0,1,15000.0,19500.0,10062.3059,7500.0,30000,5,15000.0,4330.127019,15000.0,10062.3059,15000.0,10062.3059,15000.0,0.0,2,10111.878899082929,4888.121100917071,0.0,0.0,0.0,16500.0,19250.0,9020.809276334357,7500.0,30000.0,6,15000.0,4330.127018922193,16500.0,9020.809276334357,16500.0,9020.809276334357,15000.0,0.0,2,19250.0,9020.809276334357,10229.190723665643,28270.80927633436,True
1,1.sub3,茨城県,東京都,ｺﾝｾﾝﾄ・接着剤・その他副資材,"Ổ cắm điện, chất kết dính và các vật liệu phụ trợ khác","Power outlets, adhesives, and other auxiliary materials",18000.0,,,,,,,18000.0,False,False,0,1,18000.0,23714.28571,7867.957925,18000.0,38000,7,18000.0,0.0,18000.0,7867.957925,18000.0,7867.957925,18000.0,,1,11021.537193097025,6978.462806902975,0.0,0.0,0.0,16500.0,19250.0,9020.809276334357,7500.0,30000.0,6,18000.0,,16500.0,9020.809276334357,16500.0,9020.809276334357,18000.0,,1,19250.0,9020.809276334357,10229.190723665643,28270.80927633436,True
1,1.sub3,静岡県,東京都,ﾓﾙﾀﾙ・その他副資材等,"Vữa và các vật liệu phụ trợ khác, v.v.","Mortar and other auxiliary materials, etc.",30000.0,,,,,,,30000.0,False,False,0,1,15000.0,19500.0,10062.3059,7500.0,30000,5,30000.0,0.0,15000.0,10062.3059,15000.0,10062.3059,30000.0,0.0,2,13409.117147708159,16590.88285229184,15000.0,1.0,0.0,16500.0,19250.0,9020.809276334357,7500.0,30000.0,6,30000.0,0.0,16500.0,9020.809276334357,16500.0,9020.809276334357,30000.0,0.0,2,19250.0,9020.809276334357,10229.190723665643,28270.80927633436,False
1,1.sub3,静岡県,東京都,ﾓﾙﾀﾙ・その他副資材等,"Vữa và các vật liệu phụ trợ khác, v.v.","Mortar and other auxiliary materials, etc.",30000.0,,,,,,,30000.0,True,False,0,1,15000.0,19500.0,10062.3059,7500.0,30000,5,30000.0,0.0,15000.0,10062.3059,15000.0,10062.3059,30000.0,0.0,2,13409.117147708159,16590.88285229184,15000.0,1.0,0.0,16500.0,19250.0,9020.809276334357,7500.0,30000.0,6,30000.0,0.0,16500.0,9020.809276334357,16500.0,9020.809276334357,30000.0,0.0,2,19250.0,9020.809276334357,10229.190723665643,28270.80927633436,False
1,1.sub4,愛知県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",18000.0,,,,,,,18000.0,False,False,0,1,18000.0,23714.28571,7867.957925,18000.0,38000,7,28000.0,5773.502692,18000.0,7867.957925,18000.0,7867.957925,23000.0,8164.965809,6,10111.878899082929,7888.121100917071,0.0,0.0,-5000.0,23000.0,24666.666666666668,8164.96580927726,18000.0,38000.0,6,28000.0,5773.502691896258,23000.0,8164.96580927726,23000.0,8164.96580927726,23000.0,8164.96580927726,6,24666.666666666668,8164.96580927726,16501.70085738941,32831.63247594393,True
1,1.sub4,茨城県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",18000.0,,,,,,,18000.0,True,False,0,1,18000.0,23714.28571,7867.957925,18000.0,38000,7,18000.0,0.0,18000.0,7867.957925,18000.0,7867.957925,23000.0,8164.965809,6,11021.537193097025,6978.462806902975,0.0,0.0,-5000.0,23000.0,24666.666666666668,8164.96580927726,18000.0,38000.0,6,18000.0,0.0,23000.0,8164.96580927726,23000.0,8164.96580927726,23000.0,8164.96580927726,6,24666.666666666668,8164.96580927726,16501.70085738941,32831.63247594393,True
1,1.sub4,茨城県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",18000.0,,,,,,,18000.0,True,False,0,1,18000.0,23714.28571,7867.957925,18000.0,38000,7,18000.0,0.0,18000.0,7867.957925,18000.0,7867.957925,23000.0,8164.965809,6,11021.537193097025,6978.462806902975,0.0,0.0,-5000.0,23000.0,24666.666666666668,8164.96580927726,18000.0,38000.0,6,18000.0,0.0,23000.0,8164.96580927726,23000.0,8164.96580927726,23000.0,8164.96580927726,6,24666.666666666668,8164.96580927726,16501.70085738941,32831.63247594393,True
1,1.sub4,愛知県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",28000.0,,,,,,,28000.0,True,False,0,1,18000.0,23714.28571,7867.957925,18000.0,38000,7,28000.0,5773.502692,18000.0,7867.957925,18000.0,7867.957925,23000.0,8164.965809,6,10111.878899082929,17888.121100917073,10000.0,0.5555555556,5000.0,23000.0,24666.666666666668,8164.96580927726,18000.0,38000.0,6,28000.0,5773.502691896258,23000.0,8164.96580927726,23000.0,8164.96580927726,23000.0,8164.96580927726,6,24666.666666666668,8164.96580927726,16501.70085738941,32831.63247594393,True
1,1.sub4,愛知県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",28000.0,,,,,,,28000.0,True,False,0,1,18000.0,23714.28571,7867.957925,18000.0,38000,7,28000.0,5773.502692,18000.0,7867.957925,18000.0,7867.957925,23000.0,8164.965809,6,10111.878899082929,17888.121100917073,10000.0,0.5555555556,5000.0,23000.0,24666.666666666668,8164.96580927726,18000.0,38000.0,6,28000.0,5773.502691896258,23000.0,8164.96580927726,23000.0,8164.96580927726,23000.0,8164.96580927726,6,24666.666666666668,8164.96580927726,16501.70085738941,32831.63247594393,True
1,1.sub4,静岡県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",38000.0,,,,,,,38000.0,True,False,0,1,18000.0,23714.28571,7867.957925,18000.0,38000,7,38000.0,,18000.0,7867.957925,18000.0,7867.957925,23000.0,8164.965809,6,13409.117147708159,24590.88285229184,20000.0,1.111111111,15000.0,23000.0,24666.666666666668,8164.96580927726,18000.0,38000.0,6,38000.0,,23000.0,8164.96580927726,23000.0,8164.96580927726,23000.0,8164.96580927726,6,24666.666666666668,8164.96580927726,16501.70085738941,32831.63247594393,False
10,10.sub1,群馬県,東京都,吹き出し口再固定作業費,Phí công việc lắp đặt lại cửa gió,Air outlet re-securing work fee,8000.0,,,,,,,8000.0,False,False,0,1,22500.0,21600.0,15500.53763,8000.0,60000,10,8000.0,,8000.0,9814.954576,25000.0,8017.837257,8000.0,,1,12013.760683760294,-4013.7606837602943,-14500.0,-0.6444444444,0.0,22500.0,21600.0,15500.537625084708,8000.0,60000.0,10,8000.0,,8000.0,9814.954576223638,25000.0,8017.837257372732,8000.0,,1,21600.0,15500.537625084708,6099.4623749152925,37100.537625084704,True
10,10.sub1,長野県,東京都,蓋取り外し作業費,Phí dịch vụ tháo nắp,Lid removal service fee,8000.0,,,,,,,8000.0,False,False,0,1,22500.0,21600.0,15500.53763,8000.0,60000,10,8000.0,,8000.0,9814.954576,25000.0,8017.837257,8000.0,,1,12719.67391304343,-4719.673913043431,-14500.0,-0.6444444444,0.0,22500.0,21600.0,15500.537625084708,8000.0,60000.0,10,8000.0,,8000.0,9814.954576223638,25000.0,8017.837257372732,8000.0,,1,21600.0,15500.537625084708,6099.4623749152925,37100.537625084704,True
10,10.sub1,大阪府,大阪府,吹出ノズル取付作業費,Phí lắp đặt vòi phun khí,Installation fee for blowing nozzles,10000.0,,,,,,,10000.0,False,False,1,0,22500.0,21600.0,15500.53763,8000.0,60000,10,10000.0,0.0,20000.0,7582.875444,10000.0,28867.51346,10000.0,0.0,2,11984.316578830474,-1984.316578830474,-12500.0,-0.5555555556,0.0,22500.0,21600.0,15500.537625084708,8000.0,60000.0,10,10000.0,0.0,20000.0,7582.87544405155,10000.0,28867.513459481288,10000.0,0.0,2,21600.0,15500.537625084708,6099.4623749152925,37100.537625084704,True
10,10.sub1,大阪府,大阪府,吹出ノズル取付作業費,Phí lắp đặt vòi phun khí,Installation fee for blowing nozzles,10000.0,,,,,,,10000.0,True,False,1,0,22500.0,21600.0,15500.53763,8000.0,60000,10,10000.0,0.0,20000.0,7582.875444,10000.0,28867.51346,10000.0,0.0,2,11984.316578830474,-1984.316578830474,-12500.0,-0.5555555556,0.0,22500.0,21600.0,15500.537625084708,8000.0,60000.0,10,10000.0,0.0,20000.0,7582.87544405155,10000.0,28867.513459481288,10000.0,0.0,2,21600.0,15500.537625084708,6099.4623749152925,37100.537625084704,True
