cluster,sub_cluster,sub_name,prefecture,worker_prefecture,item_label,item_label_vi,item_label_english,Price per unit,is_duplicate,is_outlier,is_same_prefecture,distance_proxy,remove,recluster,not exactly,not_exactly,expected,std,lower_std,upper_std,is_in_hensachi_range,item_amount,item_quantity,item_total,trouble_id,estimation_id,symptom_label_ja,is_emergency,description,description_vi,estimation_title,estimation_title_vi,need_info
1,1.sub1,配管資材,愛知県,東京都,配管資材・継手・その他副資材,"Vật liệu đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping materials, fittings, and other auxiliary materials",10000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,13666.66667,5715.476066,7951.1906,19382.14273,TRUE,10000,1,10000,74341,70949,水漏れ,1,"多分ですが、給湯器の破裂により、水蒸気が壁からもくもくと出ている
 その為、事務所が浸水した様になっています
 ----------------------
 大項目：厨房（機器以外）
 中項目：室外機置場
 小項目：ガス給湯器（室外機）
 症状：水漏れ","Có vẻ như bình nước nóng đã bị vỡ, khiến hơi nước bốc lên nghi ngút từ tường.

Hậu quả là văn phòng dường như bị ngập nước.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Khu vực dàn nóng
Danh mục nhỏ: Bình nước nóng gas (dàn nóng)
Triệu chứng: Rò rỉ nước",,,FALSE
1,1.sub1,配管資材,新潟県,東京都,配管・継手類・その他副資材,"Đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping, fittings, and other auxiliary materials",18000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,13666.66667,5715.476066,7951.1906,19382.14273,TRUE,18000,1,18000,105336,98934,給水給湯管から水漏れ,0,"配水パイプから漏水
 ----------------------
 大項目：厨房（機器以外）
 中項目：全ポジ
 小項目：配管
 症状：給水給湯管から水漏れ","Rò rỉ nước từ đường ống cấp nước
---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Tất cả các vị trí
Danh mục nhỏ: Đường ống
Triệu chứng: Rò rỉ nước từ đường ống cấp nước và đường ống nước nóng",,,FALSE
1,1.sub1,配管資材,三重県,東京都,配管・継手類・その他副資材,"Đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping, fittings, and other auxiliary materials",18000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,13666.66667,5715.476066,7951.1906,19382.14273,TRUE,18000,1,18000,112108,104751,その他,1,"水漏れしている
 ----------------------
 大項目：厨房（機器以外）
 中項目：事務所
 小項目：ガス給湯器（リモコン）
 症状：その他","Rò rỉ nước
---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Văn phòng
Danh mục nhỏ: Máy nước nóng bằng gas (điều khiển từ xa)
Triệu chứng: Khác",,,FALSE
1,1.sub1,配管資材,宮城県,東京都,配管・継手類・その他副資材,"Đường ống, phụ kiện và các vật liệu phụ trợ khác","Piping, fittings, and other auxiliary materials",20000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,13666.66667,5715.476066,7951.1906,19382.14273,FALSE,20000,1,20000,85360,88489,結露、水漏れ,1,"製麺機の上を通る管から水が漏れている。
 営業中も水が落ちてきて営業に支障が出ている
 ----------------------
 大項目：厨房（機器以外）
 中項目：天井
 小項目：壁紙
 症状：結露、水漏れ","Nước đang rò rỉ từ một đường ống chạy phía trên máy làm mì.

Nước nhỏ giọt ngay cả trong giờ làm việc, gây gián đoạn hoạt động.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Trần nhà
Danh mục nhỏ: Giấy dán tường
Triệu chứng: Ngưng tụ, rò rỉ nước",,,FALSE
1,1.sub2,養生費,岐阜県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,5000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,15000,8164.965809,6835.034191,23164.96581,FALSE,5000,1,5000,100030,96679,その他,1,"木材部分とステンレス・白タイルまでの劣化に対して、ステンレス版でカバーして欲しい。
 よろしくお願いいたします。
 ----------------------
 大項目：厨房（機器以外）
 中項目：製麺/釜/湯煎
 小項目：白タイル目地
 症状：その他","Tôi muốn các phần gỗ bị hư hỏng và các tấm thép không gỉ/gạch trắng được phủ bằng tấm thép không gỉ.

Cảm ơn sự hợp tác của bạn.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Làm mì/Nồi hơi/Bồn tắm nước
Danh mục nhỏ: Vữa gạch trắng
Triệu chứng: Khác",,,FALSE
1,1.sub2,養生費,岐阜県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,5000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,15000,8164.965809,6835.034191,23164.96581,FALSE,5000,1,5000,100030,96679,その他,1,"木材部分とステンレス・白タイルまでの劣化に対して、ステンレス版でカバーして欲しい。
 よろしくお願いいたします。
 ----------------------
 大項目：厨房（機器以外）
 中項目：製麺/釜/湯煎
 小項目：白タイル目地
 症状：その他","Tôi muốn các phần gỗ bị hư hỏng và các tấm thép không gỉ/gạch trắng được phủ bằng tấm thép không gỉ.

Cảm ơn sự hợp tác của bạn.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Làm mì/Nồi hơi/Bồn tắm nước
Danh mục nhỏ: Vữa gạch trắng
Triệu chứng: Khác",,,FALSE
1,1.sub2,養生費,長野県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,15000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,15000,8164.965809,6835.034191,23164.96581,TRUE,15000,1,15000,114908,119546,汚れ,0,"白タイルですが、上長より上の天板をステンレス板に変更してもらうようにとの指示があり申請致します。
 よろしくお願い致します。
 ----------------------
 大項目：厨房（機器以外）
 中項目：製麺/釜/湯煎
 小項目：白タイル
 症状：汚れ","Gạch ốp tường màu trắng, nhưng người giám sát của tôi đã yêu cầu tôi thay mặt bàn bếp bằng tấm thép không gỉ, vì vậy tôi gửi yêu cầu này.

Cảm ơn sự hợp tác của bạn.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Làm mì/Nồi đun/Bể nước sôi
Danh mục nhỏ: Gạch trắng
Triệu chứng: Vết bẩn",,,FALSE
1,1.sub2,養生費,長野県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,15000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,15000,8164.965809,6835.034191,23164.96581,TRUE,15000,1,15000,114908,119546,汚れ,0,"白タイルですが、上長より上の天板をステンレス板に変更してもらうようにとの指示があり申請致します。
 よろしくお願い致します。
 ----------------------
 大項目：厨房（機器以外）
 中項目：製麺/釜/湯煎
 小項目：白タイル
 症状：汚れ","Gạch ốp tường màu trắng, nhưng người giám sát của tôi đã yêu cầu tôi thay mặt bàn bếp bằng tấm thép không gỉ, vì vậy tôi gửi yêu cầu này.

Cảm ơn sự hợp tác của bạn.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Làm mì/Nồi đun/Bể nước sôi
Danh mục nhỏ: Gạch trắng
Triệu chứng: Vết bẩn",,,FALSE
1,1.sub2,養生費,長野県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,15000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,15000,8164.965809,6835.034191,23164.96581,TRUE,15000,1,15000,114908,119546,汚れ,0,"白タイルですが、上長より上の天板をステンレス板に変更してもらうようにとの指示があり申請致します。
 よろしくお願い致します。
 ----------------------
 大項目：厨房（機器以外）
 中項目：製麺/釜/湯煎
 小項目：白タイル
 症状：汚れ","Gạch ốp tường màu trắng, nhưng người giám sát của tôi đã yêu cầu tôi thay mặt bàn bếp bằng tấm thép không gỉ, vì vậy tôi gửi yêu cầu này.

Cảm ơn sự hợp tác của bạn.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Làm mì/Nồi đun/Bể nước sôi
Danh mục nhỏ: Gạch trắng
Triệu chứng: Vết bẩn",,,FALSE
1,1.sub2,養生費,茨城県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,25000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,15000,8164.965809,6835.034191,23164.96581,FALSE,25000,1,25000,87692,97454,剥がれ、陥没,0,"白タイルの劣化 破損 金属部のサビ
 ----------------------
 大項目：厨房（機器以外）
 中項目：製麺/釜/湯煎
 小項目：白タイル
 症状：剥がれ、陥没","Gạch trắng bị xuống cấp và hư hại; các bộ phận kim loại bị gỉ.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Làm mì/Nồi đun nước/Bồn tắm cách thủy
Danh mục nhỏ: Gạch trắng
Triệu chứng: Bong tróc, lún",,,FALSE
1,1.sub2,養生費,茨城県,東京都,養生・その他消耗部材費,Chi phí cho các vật liệu bảo hộ và các vật liệu tiêu hao khác.,Costs for protective coverings and other consumable materials,25000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,15000,8164.965809,6835.034191,23164.96581,FALSE,25000,1,25000,87692,97454,剥がれ、陥没,0,"白タイルの劣化 破損 金属部のサビ
 ----------------------
 大項目：厨房（機器以外）
 中項目：製麺/釜/湯煎
 小項目：白タイル
 症状：剥がれ、陥没","Gạch trắng bị xuống cấp và hư hại; các bộ phận kim loại bị gỉ.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Làm mì/Nồi đun nước/Bồn tắm cách thủy
Danh mục nhỏ: Gạch trắng
Triệu chứng: Bong tróc, lún",,,FALSE
1,1.sub3,,愛知県,東京都,ﾌﾞﾚｰｶｰ・その他副資材,Máy cắt và các vật liệu phụ trợ khác,Breakers and other auxiliary materials,7500,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,,,,,,7500,1,7500,122902,118076,その他,0,"仕込み場のプラグのブレーカーが落ちたまま、復帰できない。リセットボタンを押しても復帰しない。
 ----------------------
 大項目：厨房（機器以外）
 中項目：全ポジ
 小項目：その他（厨房）
 症状：その他","Cầu dao điện của ổ cắm điện khu vực chuẩn bị thức ăn đã bị ngắt và không thể đặt lại. Nhấn nút đặt lại cũng không khôi phục được nguồn điện.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Tất cả các vị trí
Danh mục nhỏ: Khác (Nhà bếp)
Triệu chứng: Khác",,,FALSE
1,1.sub3,,愛知県,東京都,ﾄﾗｯﾌﾟ用ｽﾃｯｷ・その他副資材,Bẫy gậy đi bộ và các vật liệu phụ trợ khác,Trap walking sticks and other auxiliary materials,15000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,,,,,,15000,1,15000,90059,84240,その他,1,"手洗いシンク溶接はずれ
 ----------------------
 大項目：厨房（機器以外）
 中項目：全ポジ
 小項目：シンク
 症状：その他","Mối hàn bồn rửa tay bị bong ra
---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Tất cả đều đúng
Danh mục nhỏ: Bồn rửa
Triệu chứng: Khác",,,FALSE
1,1.sub3,,愛知県,東京都,ﾄﾗｯﾌﾟ用ｽﾃｯｷ・その他副資材,Bẫy gậy đi bộ và các vật liệu phụ trợ khác,Trap walking sticks and other auxiliary materials,15000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,,,,,,15000,1,15000,90059,84240,その他,1,"手洗いシンク溶接はずれ
 ----------------------
 大項目：厨房（機器以外）
 中項目：全ポジ
 小項目：シンク
 症状：その他","Mối hàn bồn rửa tay bị bong ra
---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Tất cả đều đúng
Danh mục nhỏ: Bồn rửa
Triệu chứng: Khác",,,FALSE
1,1.sub3,,茨城県,東京都,ｺﾝｾﾝﾄ・接着剤・その他副資材,"Ổ cắm điện, chất kết dính và các vật liệu phụ trợ khác","Power outlets, adhesives, and other auxiliary materials",18000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,,,,,,18000,1,18000,76929,74382,その他,0,"火口後ろの壁が腐食し、そこに設置されていたコンセントカバーが外れてしまった。
 ----------------------
 大項目：厨房（機器以外）
 中項目：全ポジ
 小項目：その他（厨房）
 症状：その他","Tường phía sau bếp bị ăn mòn, khiến nắp ổ cắm được lắp đặt ở đó bị bung ra.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Tất cả các vị trí
Danh mục nhỏ: Khác (Nhà bếp)
Triệu chứng: Khác",,,FALSE
1,1.sub3,,静岡県,東京都,ﾓﾙﾀﾙ・その他副資材等,"Vữa và các vật liệu phụ trợ khác, v.v.","Mortar and other auxiliary materials, etc.",30000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,,,,,,30000,1,30000,123126,116575,蓋・枠の破損,1,"段差が壊れてて網が下に着地して水が流れないので修理お願いします
 ----------------------
 大項目：厨房（機器以外）
 中項目：レジ/洗い場
 小項目：グリストラップ
 症状：蓋・枠の破損","Bậc thang bị hỏng, khiến lưới lọc chạm đáy và ngăn nước chảy. Vui lòng sửa chữa.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Máy tính tiền/Khu vực rửa chén
Danh mục phụ: Bẫy mỡ
Triệu chứng: Hư hỏng nắp và khung",,,FALSE
1,1.sub3,,静岡県,東京都,ﾓﾙﾀﾙ・その他副資材等,"Vữa và các vật liệu phụ trợ khác, v.v.","Mortar and other auxiliary materials, etc.",30000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,,,,,,30000,1,30000,123126,116575,蓋・枠の破損,1,"段差が壊れてて網が下に着地して水が流れないので修理お願いします
 ----------------------
 大項目：厨房（機器以外）
 中項目：レジ/洗い場
 小項目：グリストラップ
 症状：蓋・枠の破損","Bậc thang bị hỏng, khiến lưới lọc chạm đáy và ngăn nước chảy. Vui lòng sửa chữa.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Máy tính tiền/Khu vực rửa chén
Danh mục phụ: Bẫy mỡ
Triệu chứng: Hư hỏng nắp và khung",,,FALSE
1,1.sub4,副資材,愛知県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",18000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,24666.66667,8164.965809,16501.70086,32831.63248,TRUE,18000,1,18000,77283,79186,汚れ、剥がれ、破損,0,"壁紙劣化
 ----------------------
 大項目：厨房（機器以外）
 中項目：天井
 小項目：壁紙
 症状：汚れ、剥がれ、破損","Tình trạng giấy dán tường bị hư hỏng
----------------------
Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Trần nhà
Danh mục nhỏ: Giấy dán tường
Triệu chứng: Vết bẩn, bong tróc, hư hỏng",,,FALSE
1,1.sub4,副資材,茨城県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",18000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,24666.66667,8164.965809,16501.70086,32831.63248,TRUE,18000,1,18000,122818,119529,汚れ、剥がれ、破損,0,"壁面と天井の間に隙間が出来ている。隙間を塞いで欲しい
 ----------------------
 大項目：厨房（機器以外）
 中項目：天井
 小項目：壁紙
 症状：汚れ、剥がれ、破損","Có một khe hở giữa tường và trần nhà. Vui lòng lấp đầy khe hở đó.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Trần nhà
Danh mục nhỏ: Giấy dán tường
Triệu chứng: Vết bẩn, bong tróc, hư hỏng",,,FALSE
1,1.sub4,副資材,茨城県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",18000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,24666.66667,8164.965809,16501.70086,32831.63248,TRUE,18000,1,18000,122818,119529,汚れ、剥がれ、破損,0,"壁面と天井の間に隙間が出来ている。隙間を塞いで欲しい
 ----------------------
 大項目：厨房（機器以外）
 中項目：天井
 小項目：壁紙
 症状：汚れ、剥がれ、破損","Có một khe hở giữa tường và trần nhà. Vui lòng lấp đầy khe hở đó.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Trần nhà
Danh mục nhỏ: Giấy dán tường
Triệu chứng: Vết bẩn, bong tróc, hư hỏng",,,FALSE
1,1.sub4,副資材,愛知県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",28000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,24666.66667,8164.965809,16501.70086,32831.63248,TRUE,28000,1,28000,114492,110694,汚れ、剥がれ、破損,1,"厨房の壁紙が剥がれている。
 ----------------------
 大項目：厨房（機器以外）
 中項目：天井
 小項目：壁紙
 症状：汚れ、剥がれ、破損","Giấy dán tường nhà bếp bị bong tróc.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Trần nhà
Danh mục nhỏ: Giấy dán tường
Triệu chứng: Vết bẩn, bong tróc, hư hỏng",,,FALSE
1,1.sub4,副資材,愛知県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",28000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,24666.66667,8164.965809,16501.70086,32831.63248,TRUE,28000,1,28000,114492,110694,汚れ、剥がれ、破損,1,"厨房の壁紙が剥がれている。
 ----------------------
 大項目：厨房（機器以外）
 中項目：天井
 小項目：壁紙
 症状：汚れ、剥がれ、破損","Giấy dán tường nhà bếp bị bong tróc.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Trần nhà
Danh mục nhỏ: Giấy dán tường
Triệu chứng: Vết bẩn, bong tróc, hư hỏng",,,FALSE
1,1.sub4,副資材,静岡県,東京都,接着剤・ﾊﾟﾃ・その他副資材等,"Keo dán, bột trét và các vật liệu phụ trợ khác, v.v.","Adhesives, putty, and other auxiliary materials, etc.",38000,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,24666.66667,8164.965809,16501.70086,32831.63248,FALSE,38000,1,38000,110436,105681,汚れ、剥がれ、破損,1,"壁剥がれ、亀裂
 ----------------------
 大項目：厨房（機器以外）
 中項目：天井
 小項目：壁紙
 症状：汚れ、剥がれ、破損","Tường bị bong tróc, nứt nẻ
---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Trần nhà
Danh mục nhỏ: Giấy dán tường
Triệu chứng: Vết bẩn, bong tróc, hư hỏng",,,FALSE
10,10.sub1,作業費,群馬県,東京都,吹き出し口再固定作業費,Phí công việc lắp đặt lại cửa gió,Air outlet re-securing work fee,8000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,17333.33333,8093.207028,9240.126305,25426.54036,FALSE,8000,1,8000,93734,88377,カバーやルーバーが壊れた,1,"ビスが一本外れて
 ガタガタしてます！
 ----------------------
 大項目：厨房（機器以外）
 中項目：天井
 小項目：厨房エアコン
 症状：カバーやルーバーが壊れた","Một con ốc vít bị lỏng
Nó kêu lạch cạch!

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Trần nhà
Danh mục nhỏ: Máy điều hòa không khí nhà bếp
Triệu chứng: Nắp hoặc nan gió bị hỏng",,,FALSE
10,10.sub1,作業費,長野県,東京都,蓋取り外し作業費,Phí dịch vụ tháo nắp,Lid removal service fee,8000,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,17333.33333,8093.207028,9240.126305,25426.54036,FALSE,8000,1,8000,103390,97360,その他,1,"シンクのフタがハマって取れなくなりました。
 ----------------------
 大項目：厨房（機器以外）
 中項目：製麺/釜/湯煎
 小項目：シンクの中の3層（2層）シンク
 症状：その他","Nắp bồn rửa bị kẹt và tôi không thể mở được.

---------------------- Danh mục chính: Nhà bếp (không bao gồm thiết bị)
Danh mục phụ: Nấu mì/Nồi luộc/Nồi hấp cách thủy
Danh mục phụ: Bồn rửa 3 ngăn (2 ngăn)
Triệu chứng: Khác",,,FALSE
